Census Block Group,Geographic Area Name,Population,Deaths,Mortality Rate (Deaths/100000)
"481130079091","Block Group 1, Census Tract 79.09, Dallas County, Texas",939,5,532.48136315228965
"481130079092","Block Group 2, Census Tract 79.09, Dallas County, Texas",1240,5,403.22580645161287
"481130079101","Block Group 1, Census Tract 79.10, Dallas County, Texas",1129,5,442.86979627989376
"481130079103","Block Group 3, Census Tract 79.10, Dallas County, Texas",1058,5,472.5897920604915
"481130079121","Block Group 1, Census Tract 79.12, Dallas County, Texas",1261,5,396.51070578905626
"481130079122","Block Group 2, Census Tract 79.12, Dallas County, Texas",851,5,587.54406580493537
"481130079131","Block Group 1, Census Tract 79.13, Dallas County, Texas",1181,5,423.37002540220152
"481130079142","Block Group 2, Census Tract 79.14, Dallas County, Texas",2151,5,232.45002324500234
"481130079152","Block Group 2, Census Tract 79.15, Dallas County, Texas",1007,5,496.52432969215494
"481130079161","Block Group 1, Census Tract 79.16, Dallas County, Texas",663,5,754.14781297134243
"481130080003","Block Group 3, Census Tract 80, Dallas County, Texas",1164,5,429.55326460481103
"481130080005","Block Group 5, Census Tract 80, Dallas County, Texas",1038,5,481.6955684007707
"481130080006","Block Group 6, Census Tract 80, Dallas County, Texas",1643,5,304.32136335970785
"481130081012","Block Group 2, Census Tract 81.01, Dallas County, Texas",608,5,822.36842105263156
"481130081021","Block Group 1, Census Tract 81.02, Dallas County, Texas",782,5,639.386189258312
"481130081024","Block Group 4, Census Tract 81.02, Dallas County, Texas",902,5,554.32372505543242
"481130082001","Block Group 1, Census Tract 82, Dallas County, Texas",922,5,542.29934924078088
"481130082002","Block Group 2, Census Tract 82, Dallas County, Texas",936,5,534.18803418803418
"481130082004","Block Group 4, Census Tract 82, Dallas County, Texas",988,5,506.07287449392715
"481130088011","Block Group 1, Census Tract 88.01, Dallas County, Texas",836,5,598.08612440191382
"481130091031","Block Group 1, Census Tract 91.03, Dallas County, Texas",1704,5,293.42723004694835
"481130092031","Block Group 1, Census Tract 92.03, Dallas County, Texas",1350,5,370.37037037037038
"481130092042","Block Group 2, Census Tract 92.04, Dallas County, Texas",1200,5,416.66666666666669
"481130093012","Block Group 2, Census Tract 93.01, Dallas County, Texas",1367,5,365.764447695684
"481130093041","Block Group 1, Census Tract 93.04, Dallas County, Texas",1417,5,352.85815102328866
"481130094012","Block Group 2, Census Tract 94.01, Dallas County, Texas",1500,5,333.33333333333337
"481130094013","Block Group 3, Census Tract 94.01, Dallas County, Texas",945,5,529.10052910052912
"481130094021","Block Group 1, Census Tract 94.02, Dallas County, Texas",662,5,755.2870090634442
"481130095001","Block Group 1, Census Tract 95, Dallas County, Texas",1016,5,492.12598425196848
"481130096043","Block Group 3, Census Tract 96.04, Dallas County, Texas",1786,5,279.95520716685331
"481130096051","Block Group 1, Census Tract 96.05, Dallas County, Texas",1503,5,332.667997338656
"481130096073","Block Group 3, Census Tract 96.07, Dallas County, Texas",1086,5,460.40515653775327
"481130096082","Block Group 2, Census Tract 96.08, Dallas County, Texas",587,5,851.78875638841566
"481130096101","Block Group 1, Census Tract 96.10, Dallas County, Texas",1737,5,287.85261945883707
"481130096102","Block Group 2, Census Tract 96.10, Dallas County, Texas",1198,5,417.36227045075123
"481130096103","Block Group 3, Census Tract 96.10, Dallas County, Texas",1688,5,296.20853080568719
"481130097011","Block Group 1, Census Tract 97.01, Dallas County, Texas",1435,5,348.43205574912889
"481130097012","Block Group 2, Census Tract 97.01, Dallas County, Texas",1916,5,260.96033402922757
"481130097013","Block Group 3, Census Tract 97.01, Dallas County, Texas",1324,5,377.6435045317221
"481130098022","Block Group 2, Census Tract 98.02, Dallas County, Texas",1654,5,302.29746070133012
"481130098041","Block Group 1, Census Tract 98.04, Dallas County, Texas",1406,5,355.61877667140828
"481130098042","Block Group 2, Census Tract 98.04, Dallas County, Texas",1870,5,267.379679144385
"481130098043","Block Group 3, Census Tract 98.04, Dallas County, Texas",1499,5,333.555703802535
"481130099002","Block Group 2, Census Tract 99, Dallas County, Texas",2018,5,247.77006937561941
"481130100031","Block Group 1, Census Tract 100.03, Dallas County, Texas",857,5,583.43057176196032
"481130100032","Block Group 2, Census Tract 100.03, Dallas County, Texas",2397,5,208.59407592824365
"481130101022","Block Group 2, Census Tract 101.02, Dallas County, Texas",1053,5,474.83380816714146
"481130107011","Block Group 1, Census Tract 107.01, Dallas County, Texas",1382,5,361.794500723589
"481130107012","Block Group 2, Census Tract 107.01, Dallas County, Texas",1829,5,273.37342810278841
"481130107042","Block Group 2, Census Tract 107.04, Dallas County, Texas",1774,5,281.84892897406991
"481130108041","Block Group 1, Census Tract 108.04, Dallas County, Texas",2095,5,238.66348448687353
"481130108052","Block Group 2, Census Tract 108.05, Dallas County, Texas",1714,5,291.71528588098016
"481130108071","Block Group 1, Census Tract 108.07, Dallas County, Texas",1207,5,414.25020712510354
"481130108082","Block Group 2, Census Tract 108.08, Dallas County, Texas",1501,5,333.11125916055965
"481130109032","Block Group 2, Census Tract 109.03, Dallas County, Texas",608,5,822.36842105263156
"481130109041","Block Group 1, Census Tract 109.04, Dallas County, Texas",1039,5,481.2319538017324
"481130109051","Block Group 1, Census Tract 109.05, Dallas County, Texas",1052,5,475.28517110266159
"481130109052","Block Group 2, Census Tract 109.05, Dallas County, Texas",1449,5,345.06556245686681
"481130110041","Block Group 1, Census Tract 110.04, Dallas County, Texas",816,5,612.74509803921569
"481130116031","Block Group 1, Census Tract 116.03, Dallas County, Texas",1661,5,301.02347983142687
"481130116041","Block Group 1, Census Tract 116.04, Dallas County, Texas",1394,5,358.68005738880919
"481130117021","Block Group 1, Census Tract 117.02, Dallas County, Texas",1500,5,333.33333333333337
"481130121011","Block Group 1, Census Tract 121.01, Dallas County, Texas",1927,5,259.47067981318111
"481130121012","Block Group 2, Census Tract 121.01, Dallas County, Texas",1680,5,297.61904761904759
"481130122082","Block Group 2, Census Tract 122.08, Dallas County, Texas",910,5,549.45054945054949
"481130122092","Block Group 2, Census Tract 122.09, Dallas County, Texas",1289,5,387.89759503491075
"481130122103","Block Group 3, Census Tract 122.10, Dallas County, Texas",1190,5,420.16806722689074
"481130122112","Block Group 2, Census Tract 122.11, Dallas County, Texas",632,5,791.1392405063292
"481130122131","Block Group 1, Census Tract 122.13, Dallas County, Texas",1073,5,465.98322460391421
"481130123013","Block Group 3, Census Tract 123.01, Dallas County, Texas",975,5,512.82051282051282
"481130123024","Block Group 4, Census Tract 123.02, Dallas County, Texas",970,5,515.46391752577324
"481130123025","Block Group 5, Census Tract 123.02, Dallas County, Texas",1569,5,318.67431485022308
"481130124003","Block Group 3, Census Tract 124, Dallas County, Texas",854,5,585.480093676815
"481130125022","Block Group 2, Census Tract 125.02, Dallas County, Texas",2403,5,208.07324178110696
"481130126011","Block Group 1, Census Tract 126.01, Dallas County, Texas",1945,5,257.0694087403599
"481130126013","Block Group 3, Census Tract 126.01, Dallas County, Texas",2132,5,234.52157598499065
"481130126041","Block Group 1, Census Tract 126.04, Dallas County, Texas",1322,5,378.21482602118004
"481130126042","Block Group 2, Census Tract 126.04, Dallas County, Texas",1636,5,305.62347188264062
"481130126044","Block Group 4, Census Tract 126.04, Dallas County, Texas",1332,5,375.37537537537537
"481130127021","Block Group 1, Census Tract 127.02, Dallas County, Texas",1438,5,347.70514603616135
"481130127022","Block Group 2, Census Tract 127.02, Dallas County, Texas",1611,5,310.36623215394167
"481130128023","Block Group 3, Census Tract 128.02, Dallas County, Texas",1533,5,326.15786040443572
"481130129002","Block Group 2, Census Tract 129, Dallas County, Texas",1046,5,478.0114722753346
"481130129003","Block Group 3, Census Tract 129, Dallas County, Texas",1361,5,367.37692872887584
"481130130093","Block Group 3, Census Tract 130.09, Dallas County, Texas",1725,5,289.85507246376812
"481130130102","Block Group 2, Census Tract 130.10, Dallas County, Texas",1245,5,401.60642570281118
"481130130103","Block Group 3, Census Tract 130.10, Dallas County, Texas",1779,5,281.05677346824058
"481130130111","Block Group 1, Census Tract 130.11, Dallas County, Texas",1424,5,351.12359550561797
"481130130112","Block Group 2, Census Tract 130.11, Dallas County, Texas",1369,5,365.23009495982473
"481130130113","Block Group 3, Census Tract 130.11, Dallas County, Texas",1481,5,337.609723160027
"481130130132","Block Group 2, Census Tract 130.13, Dallas County, Texas",2947,5,169.664065151001
"481130131071","Block Group 1, Census Tract 131.07, Dallas County, Texas",1226,5,407.83034257748773
"481130131072","Block Group 2, Census Tract 131.07, Dallas County, Texas",1142,5,437.82837127845886
"481130131073","Block Group 3, Census Tract 131.07, Dallas County, Texas",1332,5,375.37537537537537
"481130131074","Block Group 4, Census Tract 131.07, Dallas County, Texas",775,5,645.16129032258061
"481130132023","Block Group 3, Census Tract 132.02, Dallas County, Texas",800,5,625
"481130133001","Block Group 1, Census Tract 133, Dallas County, Texas",990,5,505.05050505050508
"481130133002","Block Group 2, Census Tract 133, Dallas County, Texas",1074,5,465.54934823091253
"481130135001","Block Group 1, Census Tract 135, Dallas County, Texas",1058,5,472.5897920604915
"481130135002","Block Group 2, Census Tract 135, Dallas County, Texas",1504,5,332.44680851063828
"481130136052","Block Group 2, Census Tract 136.05, Dallas County, Texas",1016,5,492.12598425196848
"481130136091","Block Group 1, Census Tract 136.09, Dallas County, Texas",1922,5,260.14568158168572
"481130136102","Block Group 2, Census Tract 136.10, Dallas County, Texas",1207,5,414.25020712510354
"481130136151","Block Group 1, Census Tract 136.15, Dallas County, Texas",1658,5,301.56815440289506
"481130136152","Block Group 2, Census Tract 136.15, Dallas County, Texas",1322,5,378.21482602118004
"481130136153","Block Group 3, Census Tract 136.15, Dallas County, Texas",981,5,509.683995922528
"481130136192","Block Group 2, Census Tract 136.19, Dallas County, Texas",1871,5,267.23677177979692
"481130136204","Block Group 4, Census Tract 136.20, Dallas County, Texas",893,5,559.91041433370663
"481130136212","Block Group 2, Census Tract 136.21, Dallas County, Texas",1353,5,369.54915003695493
"481130136213","Block Group 3, Census Tract 136.21, Dallas County, Texas",1807,5,276.70171555063638
"481130136221","Block Group 1, Census Tract 136.22, Dallas County, Texas",1454,5,343.87895460797796
"481130136241","Block Group 1, Census Tract 136.24, Dallas County, Texas",1781,5,280.74115665356538
"481130136242","Block Group 2, Census Tract 136.24, Dallas County, Texas",808,5,618.81188118811883
"481130136243","Block Group 3, Census Tract 136.24, Dallas County, Texas",1517,5,329.59789057350031
"481130136251","Block Group 1, Census Tract 136.25, Dallas County, Texas",1837,5,272.18290691344583
"481130136252","Block Group 2, Census Tract 136.25, Dallas County, Texas",1023,5,488.7585532746823
"481130136261","Block Group 1, Census Tract 136.26, Dallas County, Texas",1490,5,335.57046979865771
"481130136262","Block Group 2, Census Tract 136.26, Dallas County, Texas",1513,5,330.46926635822871
"481130136271","Block Group 1, Census Tract 136.27, Dallas County, Texas",1585,5,315.45741324921136
"481130136281","Block Group 1, Census Tract 136.28, Dallas County, Texas",1614,5,309.78934324659235
"481130136282","Block Group 2, Census Tract 136.28, Dallas County, Texas",818,5,611.24694376528123
"481130136285","Block Group 5, Census Tract 136.28, Dallas County, Texas",2049,5,244.02147388970229
"481130136291","Block Group 1, Census Tract 136.29, Dallas County, Texas",945,5,529.10052910052912
"481130136292","Block Group 2, Census Tract 136.29, Dallas County, Texas",1272,5,393.0817610062893
"481130136301","Block Group 1, Census Tract 136.30, Dallas County, Texas",883,5,566.251415628539
"481130136302","Block Group 2, Census Tract 136.30, Dallas County, Texas",1271,5,393.39103068450038
"481130136311","Block Group 1, Census Tract 136.31, Dallas County, Texas",2097,5,238.43586075345729
"481130137171","Block Group 1, Census Tract 137.17, Dallas County, Texas",1566,5,319.28480204342276
"481130137172","Block Group 2, Census Tract 137.17, Dallas County, Texas",1105,5,452.48868778280547
"481130137181","Block Group 1, Census Tract 137.18, Dallas County, Texas",1406,5,355.61877667140828
"481130137182","Block Group 2, Census Tract 137.18, Dallas County, Texas",1333,5,375.09377344336082
"481130137183","Block Group 3, Census Tract 137.18, Dallas County, Texas",1840,5,271.73913043478262
"481130137202","Block Group 2, Census Tract 137.20, Dallas County, Texas",1150,5,434.78260869565219
"481130137212","Block Group 2, Census Tract 137.21, Dallas County, Texas",2055,5,243.30900243309003
"481130137252","Block Group 2, Census Tract 137.25, Dallas County, Texas",894,5,559.28411633109624
"481130137253","Block Group 3, Census Tract 137.25, Dallas County, Texas",1094,5,457.03839122486289
"481130137262","Block Group 2, Census Tract 137.26, Dallas County, Texas",1126,5,444.04973357015984
"481130137272","Block Group 2, Census Tract 137.27, Dallas County, Texas",1211,5,412.88191577208914
"481130137273","Block Group 3, Census Tract 137.27, Dallas County, Texas",1029,5,485.90864917395533
"481130137281","Block Group 1, Census Tract 137.28, Dallas County, Texas",1819,5,274.8763056624519
"481130137293","Block Group 3, Census Tract 137.29, Dallas County, Texas",1727,5,289.51939779965255
"481130138051","Block Group 1, Census Tract 138.05, Dallas County, Texas",2761,5,181.09380659181454
"481130138052","Block Group 2, Census Tract 138.05, Dallas County, Texas",1340,5,373.13432835820896
"481130138062","Block Group 2, Census Tract 138.06, Dallas County, Texas",1635,5,305.81039755351685
"481130141192","Block Group 2, Census Tract 141.19, Dallas County, Texas",1290,5,387.59689922480618
"481130141193","Block Group 3, Census Tract 141.19, Dallas County, Texas",1586,5,315.25851197982348
"481130141201","Block Group 1, Census Tract 141.20, Dallas County, Texas",1409,5,354.86160397444996
"481130141203","Block Group 3, Census Tract 141.20, Dallas County, Texas",1564,5,319.693094629156
"481130141212","Block Group 2, Census Tract 141.21, Dallas County, Texas",1447,5,345.54250172771253
"481130141213","Block Group 3, Census Tract 141.21, Dallas County, Texas",1032,5,484.49612403100775
"481130141232","Block Group 2, Census Tract 141.23, Dallas County, Texas",1358,5,368.18851251840942
"481130141243","Block Group 3, Census Tract 141.24, Dallas County, Texas",1921,5,260.28110359187923
"481130141262","Block Group 2, Census Tract 141.26, Dallas County, Texas",1631,5,306.56039239730228
"481130141264","Block Group 4, Census Tract 141.26, Dallas County, Texas",2996,5,166.88918558077438
"481130141281","Block Group 1, Census Tract 141.28, Dallas County, Texas",1870,5,267.379679144385
"481130141282","Block Group 2, Census Tract 141.28, Dallas County, Texas",2387,5,209.46795140343528
"481130141302","Block Group 2, Census Tract 141.30, Dallas County, Texas",2052,5,243.66471734892787
"481130141303","Block Group 3, Census Tract 141.30, Dallas County, Texas",1396,5,358.16618911174788
"481130141321","Block Group 1, Census Tract 141.32, Dallas County, Texas",689,5,725.689404934688
"481130141322","Block Group 2, Census Tract 141.32, Dallas County, Texas",1939,5,257.864878803507
"481130141341","Block Group 1, Census Tract 141.34, Dallas County, Texas",2159,5,231.58869847151459
"481130141342","Block Group 2, Census Tract 141.34, Dallas County, Texas",1997,5,250.37556334501755
"481130141352","Block Group 2, Census Tract 141.35, Dallas County, Texas",1176,5,425.1700680272109
"481130141353","Block Group 3, Census Tract 141.35, Dallas County, Texas",1448,5,345.30386740331488
"481130141382","Block Group 2, Census Tract 141.38, Dallas County, Texas",2074,5,241.08003857280616
"481130141383","Block Group 3, Census Tract 141.38, Dallas County, Texas",1132,5,441.69611307420496
"481130141391","Block Group 1, Census Tract 141.39, Dallas County, Texas",981,5,509.683995922528
"481130141392","Block Group 2, Census Tract 141.39, Dallas County, Texas",1968,5,254.0650406504065
"481130141401","Block Group 1, Census Tract 141.40, Dallas County, Texas",2329,5,214.68441391155002
"481130141411","Block Group 1, Census Tract 141.41, Dallas County, Texas",840,5,595.23809523809518
"481130141412","Block Group 2, Census Tract 141.41, Dallas County, Texas",1304,5,383.43558282208591
"481130141421","Block Group 1, Census Tract 141.42, Dallas County, Texas",1520,5,328.9473684210526
"481130141422","Block Group 2, Census Tract 141.42, Dallas County, Texas",800,5,625
"481130141441","Block Group 1, Census Tract 141.44, Dallas County, Texas",1937,5,258.13113061435212
"481130141442","Block Group 2, Census Tract 141.44, Dallas County, Texas",1024,5,488.28125
"481130141443","Block Group 3, Census Tract 141.44, Dallas County, Texas",2510,5,199.20318725099602
"481130141451","Block Group 1, Census Tract 141.45, Dallas County, Texas",1424,5,351.12359550561797
"481130141461","Block Group 1, Census Tract 141.46, Dallas County, Texas",2257,5,221.5330084182543
"481130141471","Block Group 1, Census Tract 141.47, Dallas County, Texas",857,5,583.43057176196032
"481130141472","Block Group 2, Census Tract 141.47, Dallas County, Texas",1248,5,400.64102564102558
"481130141481","Block Group 1, Census Tract 141.48, Dallas County, Texas",2632,5,189.96960486322189
"481130141482","Block Group 2, Census Tract 141.48, Dallas County, Texas",735,5,680.27210884353735
"481130141491","Block Group 1, Census Tract 141.49, Dallas County, Texas",1398,5,357.653791130186
"481130141501","Block Group 1, Census Tract 141.50, Dallas County, Texas",1676,5,298.32935560859187
"481130141512","Block Group 2, Census Tract 141.51, Dallas County, Texas",1880,5,265.95744680851061
"481130141521","Block Group 1, Census Tract 141.52, Dallas County, Texas",1705,5,293.25513196480938
"481130141522","Block Group 2, Census Tract 141.52, Dallas County, Texas",1664,5,300.48076923076923
"481130141531","Block Group 1, Census Tract 141.53, Dallas County, Texas",1285,5,389.10505836575874
"481130141541","Block Group 1, Census Tract 141.54, Dallas County, Texas",1396,5,358.16618911174788
"481130141542","Block Group 2, Census Tract 141.54, Dallas County, Texas",2129,5,234.85204321277595
"481130141551","Block Group 1, Census Tract 141.55, Dallas County, Texas",831,5,601.684717208183
"481130141552","Block Group 2, Census Tract 141.55, Dallas County, Texas",819,5,610.50061050061049
"481130141553","Block Group 3, Census Tract 141.55, Dallas County, Texas",1130,5,442.47787610619469
"481130141554","Block Group 4, Census Tract 141.55, Dallas County, Texas",1352,5,369.82248520710056
"481130141555","Block Group 5, Census Tract 141.55, Dallas County, Texas",1305,5,383.14176245210729
"481130141561","Block Group 1, Census Tract 141.56, Dallas County, Texas",2304,5,217.01388888888889
"481130141562","Block Group 2, Census Tract 141.56, Dallas County, Texas",1854,5,269.6871628910464
"481130141571","Block Group 1, Census Tract 141.57, Dallas County, Texas",1894,5,263.99155227032736
"481130141572","Block Group 2, Census Tract 141.57, Dallas County, Texas",20,5,25000
"481130141581","Block Group 1, Census Tract 141.58, Dallas County, Texas",1729,5,289.18449971081549
"481130141582","Block Group 2, Census Tract 141.58, Dallas County, Texas",1361,5,367.37692872887584
"481130141591","Block Group 1, Census Tract 141.59, Dallas County, Texas",2104,5,237.6425855513308
"481130141592","Block Group 2, Census Tract 141.59, Dallas County, Texas",910,5,549.45054945054949
"481130141611","Block Group 1, Census Tract 141.61, Dallas County, Texas",1026,5,487.32943469785573
"481130141612","Block Group 2, Census Tract 141.61, Dallas County, Texas",2096,5,238.5496183206107
"481130142071","Block Group 1, Census Tract 142.07, Dallas County, Texas",2656,5,188.25301204819277
"481130142081","Block Group 1, Census Tract 142.08, Dallas County, Texas",1296,5,385.80246913580243
"481130142082","Block Group 2, Census Tract 142.08, Dallas County, Texas",1410,5,354.6099290780142
"481130142091","Block Group 1, Census Tract 142.09, Dallas County, Texas",4047,5,123.54830738818879
"481130143062","Block Group 2, Census Tract 143.06, Dallas County, Texas",1825,5,273.972602739726
"481130143063","Block Group 3, Census Tract 143.06, Dallas County, Texas",1532,5,326.37075718015666
"481130143081","Block Group 1, Census Tract 143.08, Dallas County, Texas",1648,5,303.39805825242718
"481130143091","Block Group 1, Census Tract 143.09, Dallas County, Texas",1030,5,485.43689320388347
"481130143092","Block Group 2, Census Tract 143.09, Dallas County, Texas",2066,5,242.01355275895449
"481130143093","Block Group 3, Census Tract 143.09, Dallas County, Texas",1904,5,262.60504201680675
"481130143131","Block Group 1, Census Tract 143.13, Dallas County, Texas",1666,5,300.12004801920767
"481130143132","Block Group 2, Census Tract 143.13, Dallas County, Texas",1916,5,260.96033402922757
"481130143142","Block Group 2, Census Tract 143.14, Dallas County, Texas",1495,5,334.44816053511704
"481130143161","Block Group 1, Census Tract 143.16, Dallas County, Texas",968,5,516.52892561983469
"481130143171","Block Group 1, Census Tract 143.17, Dallas County, Texas",1647,5,303.58227079538551
"481130143182","Block Group 2, Census Tract 143.18, Dallas County, Texas",750,5,666.66666666666674
"481130143191","Block Group 1, Census Tract 143.19, Dallas County, Texas",946,5,528.54122621564477
"481130143192","Block Group 2, Census Tract 143.19, Dallas County, Texas",1718,5,291.03608847497094
"481130143201","Block Group 1, Census Tract 143.20, Dallas County, Texas",936,5,534.18803418803418
"481130143202","Block Group 2, Census Tract 143.20, Dallas County, Texas",1811,5,276.09055770292656
"481130144072","Block Group 2, Census Tract 144.07, Dallas County, Texas",1664,5,300.48076923076923
"481130144073","Block Group 3, Census Tract 144.07, Dallas County, Texas",2009,5,248.88003982080636
"481130144081","Block Group 1, Census Tract 144.08, Dallas County, Texas",1161,5,430.66322136089582
"481130144083","Block Group 3, Census Tract 144.08, Dallas County, Texas",1388,5,360.23054755043228
"481130144091","Block Group 1, Census Tract 144.09, Dallas County, Texas",2396,5,208.68113522537561
"481130144101","Block Group 1, Census Tract 144.10, Dallas County, Texas",2065,5,242.13075060532688
"481130144102","Block Group 2, Census Tract 144.10, Dallas County, Texas",654,5,764.525993883792
"481130145011","Block Group 1, Census Tract 145.01, Dallas County, Texas",1437,5,347.94711203897009
"481130145021","Block Group 1, Census Tract 145.02, Dallas County, Texas",1336,5,374.251497005988
"481130145022","Block Group 2, Census Tract 145.02, Dallas County, Texas",1313,5,380.80731150038082
"481130146023","Block Group 3, Census Tract 146.02, Dallas County, Texas",1336,5,374.251497005988
"481130147011","Block Group 1, Census Tract 147.01, Dallas County, Texas",1261,5,396.51070578905626
"481130147012","Block Group 2, Census Tract 147.01, Dallas County, Texas",2048,5,244.140625
"481130147013","Block Group 3, Census Tract 147.01, Dallas County, Texas",1360,5,367.64705882352939
"481130149032","Block Group 2, Census Tract 149.03, Dallas County, Texas",1435,5,348.43205574912889
"481130150021","Block Group 1, Census Tract 150.02, Dallas County, Texas",1716,5,291.3752913752914
"481130152021","Block Group 1, Census Tract 152.02, Dallas County, Texas",1347,5,371.19524870081659
"481130152052","Block Group 2, Census Tract 152.05, Dallas County, Texas",2036,5,245.57956777996071
"481130152082","Block Group 2, Census Tract 152.08, Dallas County, Texas",1646,5,303.7667071688943
"481130153041","Block Group 1, Census Tract 153.04, Dallas County, Texas",1462,5,341.99726402188782
"481130153052","Block Group 2, Census Tract 153.05, Dallas County, Texas",1481,5,337.609723160027
"481130153062","Block Group 2, Census Tract 153.06, Dallas County, Texas",1459,5,342.70047978067169
"481130154031","Block Group 1, Census Tract 154.03, Dallas County, Texas",1545,5,323.62459546925567
"481130154032","Block Group 2, Census Tract 154.03, Dallas County, Texas",2006,5,249.25224327018944
"481130154052","Block Group 2, Census Tract 154.05, Dallas County, Texas",672,5,744.047619047619
"481130154061","Block Group 1, Census Tract 154.06, Dallas County, Texas",1252,5,399.36102236421726
"481130157002","Block Group 2, Census Tract 157, Dallas County, Texas",1115,5,448.4304932735426
"481130159003","Block Group 3, Census Tract 159, Dallas County, Texas",1316,5,379.93920972644378
"481130160011","Block Group 1, Census Tract 160.01, Dallas County, Texas",1371,5,364.69730123997084
"481130160021","Block Group 1, Census Tract 160.02, Dallas County, Texas",1201,5,416.31973355537048
"481130162031","Block Group 1, Census Tract 162.03, Dallas County, Texas",1000,5,500
"481130162041","Block Group 1, Census Tract 162.04, Dallas County, Texas",1333,5,375.09377344336082
"481130164091","Block Group 1, Census Tract 164.09, Dallas County, Texas",1964,5,254.58248472505093
"481130164102","Block Group 2, Census Tract 164.10, Dallas County, Texas",1711,5,292.22676797194623
"481130164103","Block Group 3, Census Tract 164.10, Dallas County, Texas",1280,5,390.625
"481130165111","Block Group 1, Census Tract 165.11, Dallas County, Texas",1888,5,264.83050847457628
"481130165171","Block Group 1, Census Tract 165.17, Dallas County, Texas",1296,5,385.80246913580243
"481130165241","Block Group 1, Census Tract 165.24, Dallas County, Texas",1216,5,411.18421052631578
"481130165271","Block Group 1, Census Tract 165.27, Dallas County, Texas",1766,5,283.1257078142695
"481130165272","Block Group 2, Census Tract 165.27, Dallas County, Texas",1010,5,495.04950495049508
"481130165281","Block Group 1, Census Tract 165.28, Dallas County, Texas",1525,5,327.86885245901641
"481130165282","Block Group 2, Census Tract 165.28, Dallas County, Texas",1606,5,311.332503113325
"481130165283","Block Group 3, Census Tract 165.28, Dallas County, Texas",1762,5,283.76844494892168
"481130165291","Block Group 1, Census Tract 165.29, Dallas County, Texas",1446,5,345.78146611341629
"481130165321","Block Group 1, Census Tract 165.32, Dallas County, Texas",1421,5,351.86488388458832
"481130165322","Block Group 2, Census Tract 165.32, Dallas County, Texas",1072,5,466.41791044776113
"481130165331","Block Group 1, Census Tract 165.33, Dallas County, Texas",0,5,∞
"481130165332","Block Group 2, Census Tract 165.33, Dallas County, Texas",1579,5,316.65611146295123
"481130165341","Block Group 1, Census Tract 165.34, Dallas County, Texas",1358,5,368.18851251840942
"481130165361","Block Group 1, Census Tract 165.36, Dallas County, Texas",1385,5,361.01083032490976
"481130166071","Block Group 1, Census Tract 166.07, Dallas County, Texas",1500,5,333.33333333333337
"481130166072","Block Group 2, Census Tract 166.07, Dallas County, Texas",676,5,739.64497041420111
"481130166151","Block Group 1, Census Tract 166.15, Dallas County, Texas",2104,5,237.6425855513308
"481130166161","Block Group 1, Census Tract 166.16, Dallas County, Texas",1756,5,284.7380410022779
"481130166213","Block Group 3, Census Tract 166.21, Dallas County, Texas",1672,5,299.04306220095691
"481130166214","Block Group 4, Census Tract 166.21, Dallas County, Texas",2040,5,245.09803921568627
"481130166221","Block Group 1, Census Tract 166.22, Dallas County, Texas",1104,5,452.89855072463769
"481130166223","Block Group 3, Census Tract 166.22, Dallas County, Texas",1150,5,434.78260869565219
"481130166242","Block Group 2, Census Tract 166.24, Dallas County, Texas",1795,5,278.55153203342621
"481130166263","Block Group 3, Census Tract 166.26, Dallas County, Texas",1156,5,432.52595155709344
"481130166272","Block Group 2, Census Tract 166.27, Dallas County, Texas",1571,5,318.26861871419482
"481130166291","Block Group 1, Census Tract 166.29, Dallas County, Texas",1242,5,402.57648953301123
"481130166303","Block Group 3, Census Tract 166.30, Dallas County, Texas",1262,5,396.19651347068145
"481130167062","Block Group 2, Census Tract 167.06, Dallas County, Texas",1346,5,371.47102526002971
"481130167071","Block Group 1, Census Tract 167.07, Dallas County, Texas",1439,5,347.4635163307853
"481130167072","Block Group 2, Census Tract 167.07, Dallas County, Texas",1615,5,309.59752321981426
"481130168052","Block Group 2, Census Tract 168.05, Dallas County, Texas",522,5,957.8544061302681
"481130169022","Block Group 2, Census Tract 169.02, Dallas County, Texas",2187,5,228.62368541380889
"481130170092","Block Group 2, Census Tract 170.09, Dallas County, Texas",2432,5,205.59210526315789
"481130171021","Block Group 1, Census Tract 171.02, Dallas County, Texas",2030,5,246.30541871921181
"481130172012","Block Group 2, Census Tract 172.01, Dallas County, Texas",1531,5,326.58393207054212
"481130172031","Block Group 1, Census Tract 172.03, Dallas County, Texas",2225,5,224.71910112359552
"481130173082","Block Group 2, Census Tract 173.08, Dallas County, Texas",1704,5,293.42723004694835
"481130173083","Block Group 3, Census Tract 173.08, Dallas County, Texas",1006,5,497.0178926441352
"481130173091","Block Group 1, Census Tract 173.09, Dallas County, Texas",1347,5,371.19524870081659
"481130173101","Block Group 1, Census Tract 173.10, Dallas County, Texas",1348,5,370.919881305638
"481130173112","Block Group 2, Census Tract 173.11, Dallas County, Texas",1608,5,310.94527363184079
"481130173131","Block Group 1, Census Tract 173.13, Dallas County, Texas",1775,5,281.69014084507046
"481130173132","Block Group 2, Census Tract 173.13, Dallas County, Texas",1760,5,284.09090909090912
"481130173143","Block Group 3, Census Tract 173.14, Dallas County, Texas",1872,5,267.09401709401709
"481130174001","Block Group 1, Census Tract 174, Dallas County, Texas",1336,5,374.251497005988
